id,question,answer_text,context,source,domain,split,question_type,no_of_hops,reasoning_type,span_start,span_end,evidence_relations
Medical-b87987f5,How does kidney cancer metastasize and what are the common distant sites of spread?,"Kidney cancer can metastasize to distant sites including the lungs, lymph nodes, bones, liver, and brain.",Kidney cancer can metastasize to the lungs. Kidney cancer can metastasize to lymph nodes. Kidney cancer can metastasize to bones. Kidney cancer can metastasize to the liver. Kidney cancer can metastasize to the brain.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Kidney cancer can metastasize to distant sites such as lungs, lymph nodes, bones, liver, and brain"", ""Stage: Metastasis includes: Lungs, Lymph nodes, Bones, Liver, Brain"", ""Kidney cancer can spread locally to surrounding fat, blood vessels, lymph nodes, adrenal glands, and Gerota’s fascia"", ""Renal cell carcinoma (RCC) is the most common type of kidney cancer"", ""RCC starts in the cells that line the renal tubules""]"
Medical-0ab278c6,What factors influence treatment decisions for renal cell carcinoma (RCC)?,"Treatment for RCC is determined by factors such as histology, tumor size, tumor location, and the presence of metastasis.",Treatment for renal cell carcinoma (RCC) is determined by histology. Treatment for renal cell carcinoma (RCC) is determined by tumor size. Treatment for renal cell carcinoma (RCC) is determined by tumor location. Treatment for renal cell carcinoma (RCC) is determined by the presence of metastasis.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Treatment for RCC is based on histology, tumor size, tumor location, and presence of metastasis"", ""Treatment Factor includes: Histology, Tumor size, Tumor location, Presence of metastasis"", ""Renal cell carcinoma (RCC) is the most common type of kidney cancer"", ""Clear cell RCC is the most common subtype of RCC"", ""Sarcomatoid features can occur in any RCC subtype and are associated with more aggressive disease""]"
Medical-4019aff7,What distinguishes Wilms tumor from other kidney cancer types?,"Wilms tumor is a distinct type of kidney cancer that usually occurs in young children, unlike other subtypes such as RCC, urothelial carcinoma, and renal sarcoma.","Wilms tumor is a distinct type of kidney cancer. Wilms tumor usually occurs in young children. Other subtypes of kidney cancer include RCC, urothelial carcinoma, and renal sarcoma.",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Wilms tumor usually occurs in young children and is a distinct kidney cancer type"", ""Wilms tumor (nephroblastoma) is listed as a Cancer Subtype under Kidney cancer"", ""Renal cell carcinoma (RCC) is the most common type of kidney cancer"", ""Urothelial carcinoma starts in the cells lining the renal pelvis and ureter"", ""Renal sarcoma starts in the blood vessels or connective tissue of the kidney""]"
Medical-fd2c6b79,How are multiple tumors in the kidneys classified in relation to metastasis?,Multiple tumors in one or both kidneys are treated as separate primary tumors and not considered metastasis.,Multiple tumors in one or both kidneys are treated as separate primary tumors. Multiple tumors in one or both kidneys are not considered metastasis.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Multiple tumors in one or both kidneys are treated as separate primary tumors, not metastasis"", ""Kidney cancer can metastasize to distant sites such as lungs, lymph nodes, bones, liver, and brain"", ""Stage: Metastasis includes: Lungs, Lymph nodes, Bones, Liver, Brain"", ""Renal cell carcinoma (RCC) is the most common type of kidney cancer"", ""Clear cell RCC is the most common subtype of RCC""]"
Medical-8fc62c51,What are the key histological features and subtypes of non-clear cell RCC?,"Non-clear cell RCC comprises subtypes such as papillary RCC, chromophobe RCC, collecting duct RCC, renal medullary carcinoma, clear cell papillary renal cell tumor, fumarate hydratase-deficient RCC, and ELOC-mutated RCC.",Non-clear cell RCC comprises several subtypes. Subtypes of non-clear cell RCC include papillary RCC. Subtypes of non-clear cell RCC include chromophobe RCC. Subtypes of non-clear cell RCC include collecting duct RCC. Subtypes of non-clear cell RCC include renal medullary carcinoma. Subtypes of non-clear cell RCC include clear cell papillary renal cell tumor. Subtypes of non-clear cell RCC include fumarate hydratase-deficient RCC. Subtypes of non-clear cell RCC include ELOC-mutated RCC.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Non-clear cell RCC includes papillary RCC, chromophobe RCC, collecting duct RCC, and renal medullary carcinoma"", ""Non-clear cell RCC (nccRCC) includes: Papillary RCC (PRCC), Chromophobe RCC, Collecting duct RCC (cdRCC), Renal medullary carcinoma (RMC), Clear cell papillary renal cell tumor, Fumarate hydratase-deficient RCC, ELOC-mutated RCC"", ""Clear cell RCC is the most common subtype of RCC"", ""Renal cell carcinoma (RCC) is the most common type of kidney cancer"", ""Sarcomatoid features can occur in any RCC subtype and are associated with more aggressive disease""]"
Medical-4a723f3f,What are the origins and histological diversity of renal cell carcinoma?,"Renal cell carcinoma originates from cells lining the renal tubules and displays histological diversity, including clear cell, non-clear cell, and sarcomatoid subtypes.",Renal cell carcinoma originates from cells lining the renal tubules. Renal cell carcinoma displays histological diversity. Histological subtypes of renal cell carcinoma include clear cell. Histological subtypes of renal cell carcinoma include non-clear cell. Histological subtypes of renal cell carcinoma include sarcomatoid.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""RCC starts in the cells that line the renal tubules"", ""Clear cell RCC is the most common subtype of RCC"", ""Non-clear cell RCC includes papillary RCC, chromophobe RCC, collecting duct RCC, and renal medullary carcinoma"", ""Sarcomatoid features can occur in any RCC subtype and are associated with more aggressive disease"", ""Renal cell carcinoma (RCC) is the most common type of kidney cancer""]"
Medical-84c1024b,What are the main risk factors and biomarkers associated with anal cancer?,"Anal cancer is strongly linked to risk factors such as HPV infection (especially HPV16), HIV infection, immunosuppressant use, smoking, and a history of gynecologic cancers or precancers, with HPV and HPV16 also serving as key biomarkers.","Anal cancer is strongly linked to HPV infection, especially HPV16. Anal cancer is strongly linked to HIV infection. Anal cancer is strongly linked to immunosuppressant use. Anal cancer is strongly linked to smoking. Anal cancer is strongly linked to a history of gynecologic cancers or precancers. HPV serves as a key biomarker for anal cancer. HPV16 serves as a key biomarker for anal cancer.",Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""HPV infection is the strongest risk factor for anal cancer"", ""HIV infection increases the risk of anal cancer"", ""Immunosuppressant use increases the risk of anal cancer"", ""Smoking is a risk factor for anal cancer"", ""History of cervical, vulvar, or vaginal cancer or precancer increases anal cancer risk"", ""HPV16 is a high-risk strain associated with anal cancer"", ""Biomarker: HPV, HPV16""]"
Medical-6baff610,Which diagnostic methods are used for the detection and staging of anal cancer?,"Anal cancer diagnosis and staging utilize digital rectal exam (DRE), high-resolution anoscopy (HRA), anoscopy, biopsy, and imaging modalities such as CT, MRI, and PET scans, with HIV testing also recommended for patients.",Anal cancer diagnosis and staging utilize digital rectal exam (DRE). Anal cancer diagnosis and staging utilize high-resolution anoscopy (HRA). Anal cancer diagnosis and staging utilize anoscopy. Anal cancer diagnosis and staging utilize biopsy. Anal cancer diagnosis and staging utilize imaging modalities such as CT. Anal cancer diagnosis and staging utilize imaging modalities such as MRI. Anal cancer diagnosis and staging utilize imaging modalities such as PET scans. HIV testing is recommended for patients with anal cancer.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Anal cancer is diagnosed by biopsy after abnormal findings on DRE or anoscopy"", ""Digital rectal exam (DRE), high-resolution anoscopy (HRA), and imaging (CT, MRI, PET) are used for diagnosis and staging"", ""HIV testing is recommended in patients with anal cancer"", ""Diagnostic Method: Digital rectal exam (DRE), High-resolution anoscopy (HRA), Anoscopy, Biopsy, CT scan, MRI, PET scan, HIV testing"", ""Staging uses the AJCC TNM system""]"
Medical-b6606867,What are the primary symptoms of anal cancer and its most common subtype?,"The main symptoms of anal cancer, particularly anal squamous cell carcinoma—the most prevalent subtype—include rectal bleeding, anal itching, anal pain, and a lump near the anus.",The main symptoms of anal cancer include rectal bleeding. The main symptoms of anal cancer include anal itching. The main symptoms of anal cancer include anal pain. The main symptoms of anal cancer include a lump near the anus. Anal squamous cell carcinoma is the most prevalent subtype of anal cancer.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Anal squamous cell carcinoma is the most common subtype of anal cancer"", ""Anal cancer most often starts in squamous cells lining the anal canal"", ""Common symptoms of anal cancer include rectal bleeding, anal itching, pain, and a lump near the anus"", ""Symptom: Rectal bleeding, Anal itching, Anal pain, Anal lump"", ""Anal cancer can start in the anal canal or perianal region""]"
Medical-420f5e71,"How is anal cancer staged, and what do the different stages represent?","Anal cancer is staged using the AJCC TNM system, with Stage 0 as carcinoma in situ or anal dysplasia, Stage I for tumors ≤2 cm without spread, Stage II for tumors >2 cm without spread, Stage III indicating lymph node involvement or local invasion, and Stage IV representing distant metastasis.",Anal cancer is staged using the AJCC TNM system. Stage 0 represents carcinoma in situ or anal dysplasia. Stage I is for tumors that are 2 cm or smaller without spread. Stage II is for tumors larger than 2 cm without spread. Stage III indicates lymph node involvement or local invasion. Stage IV represents distant metastasis.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Staging uses the AJCC TNM system"", ""Stage 0 is carcinoma in situ or anal dysplasia"", ""Stage I: tumor ≤2 cm, no lymph node or distant spread"", ""Stage II: tumor >2 cm, no lymph node or distant spread"", ""Stage III: lymph node involvement and/or invasion of nearby organs"", ""Stage IV: distant metastasis""]"
Medical-2def53f0,What are the standard treatment approaches for non-metastatic and metastatic anal cancer?,"Non-metastatic anal cancers (Stages I-III) are primarily treated with chemoradiation using IMRT or EBRT and regimens such as mitomycin with capecitabine or 5-FU, while metastatic (Stage IV) disease is managed with systemic chemotherapy, immunotherapy, and palliative radiation.",Non-metastatic anal cancers (Stages I-III) are primarily treated with chemoradiation. Chemoradiation for non-metastatic anal cancers may use IMRT or EBRT. Regimens for non-metastatic anal cancers may include mitomycin with capecitabine or 5-FU. Metastatic anal cancer (Stage IV) is managed with systemic chemotherapy. Metastatic anal cancer (Stage IV) is managed with immunotherapy. Metastatic anal cancer (Stage IV) is managed with palliative radiation.,Medical,medical,train,Contextual Summarize,2,Summarization,-1,-1,"[""Chemoradiation is the recommended primary treatment for most non-metastatic anal cancers (stages I-III)"", ""IMRT is the preferred radiation technique for anal cancer"", ""Recommended chemotherapy regimens with radiation include mitomycin and capecitabine, mitomycin and 5-FU, or 5-FU and cisplatin"", ""Metastatic anal cancer is treated with systemic chemotherapy (e.g., carboplatin and paclitaxel, FOLFOX, FOLFCIS, DCF, 5-FU and cisplatin)"", ""Immunotherapy (nivolumab, pembrolizumab) is recommended for metastatic anal cancer that progresses after chemotherapy""]"
